log_dt,log_time,action_dt,action_tp,user_id,url,url_cut,product_id,hostproduct_id,order_id,less_id,episode_id,log_grade_id,teacher_id,device_type,device_id,model,manufacturer,brand,client_type,app_version,client_tag,client_ip,ip_country,ip_province,ip_city,ip_city_type,ip_isp,screen_width,screen_height,screen_size,os_version,duration,vendor,preinstall_vendor,request_url,question_id,keyfrom,channel_id,sheet_id,seq_id,other,client_tag_new,device_type_new,user_agent,dt,category,page_tp
2025/7/3,03:39.9,2025/7/3,1751547815005,744227107,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567748,162173839,,,windows,2BED8FEC-D011-411D-A846-CB0E63F2AC2D,Default string,default string,,Collie,3.1.0,tutor,111.19.38.134,中国,陕西省,西安市,新一线,中国移动,1536,864,,10.0.22631,,unset,,,,,,,1751547815005000,"{""seqid"":""1751547815005000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751547815005"",""ip"":""111.19.38.134"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751547819903"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""3"",""sendtime"":""1751547818864"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,24:53.1,2025/7/3,1751541889130,680365021,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568216,162285207,,,windows,1AF131A5-D742-4D96-ABC3-961C8AEE2E66,Inspiron 3480,dell inc.,,Collie,3.2.0,tutor,218.201.184.240,中国,山东省,菏泽市,三线城市,中国移动,1366,768,,10.0.19045,,unset,,,,,,,1751541889130000,"{""seqid"":""1751541889130000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751541889130"",""ip"":""218.201.184.240"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751541893130"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751541892791"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,14:43.6,2025/7/3,1751505282249,740806588,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13526036,161473348,,,windows,771A4BF1-8849-445A-BE02-2456559C89B2,Inspiron 16 5620,dell inc.,,Husky,2.2.0,tutor,120.245.1.55,中国,北京市,北京市,一线城市,中国移动,1536,960,,10.0.22621,,unset,,,,,,,1751505282249000,"{""seqid"":""1751505282249000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751505282249"",""ip"":""120.245.1.55"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751505283591"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751505283137"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,59:33.6,2025/7/3,1751543969545,371626820,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13424306,159599120,,,windows,7AF5927A-1594-4FD5-8C02-28D5A4DD4662,80T8,lenovo,,Husky,2.2.0,tutor,119.34.179.174,中国,广东省,广州市,一线城市,珠江宽频,1280,720,,10.0.14393,,unset,,,,,,,1751543969545000,"{""seqid"":""1751543969545000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751543969545"",""ip"":""119.34.179.174"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751543973554"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751543973188"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,29:13.7,2025/7/3,1751531347791,259770922,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,12801706,155768052,,,windows,BA4B081C-6B64-479E-A546-3AC8F29E7A6E,H510M,ipason,,Husky,2.0.0,tutor,112.22.6.56,中国,江苏省,苏州市,新一线,中国移动,1920,1080,,10.0.22631,,unset,,,,,,,1751531347791000,"{""seqid"":""1751531347791000"",""eventid"":""32706"",""appversion2"":""2.0.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751531347791"",""ip"":""112.22.6.56"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.0.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751531353661"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751531352435"",""net"":""ethernet""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.0.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,07:06.9,2025/7/3,1751526422295,931690354,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13424491,159602736,,,windows,E4B4BF20-1FD1-47FF-9AA4-C17F40050456,System%20Product%20Name,system manufacturer,,Husky,2.2.0,tutor,222.142.187.25,中国,河南省,南阳市,三线城市,中国联通,1440,900,,10.0.19042,,unset,,,,,,,1751526422295000,"{""seqid"":""1751526422295000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751526422295"",""ip"":""222.142.187.25"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751526426917"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751526426461"",""net"":""Unknown""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,50:24.1,2025/7/3,1751539819134,570633078,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568218,162285249,,,windows,F8FFDFBA-96B1-4071-9535-1070596FEE91,KLVG-XX,huawei,,Collie,3.0.0,tutor,1.197.233.239,中国,河南省,周口市,三线城市,中国电信,1440,960,,10.0.22631,,unset,,,,,,,1751539819134000,"{""seqid"":""1751539819134000"",""eventid"":""32706"",""appversion2"":""3.0.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751539819134"",""ip"":""1.197.233.239"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.0.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751539824083"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751539823105"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.0.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,10:34.9,2025/7/3,1751544629222,109020746,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,12902104,161067459,,,windows,38897394-0A16-4544-A475-CE17851CE4AC,,unset,,Husky,2.2.0,tutor,223.106.26.67,中国,江苏省,苏州市,新一线,中国移动,1536,960,,10.0.26100,,unset,,,,,,,1751544629222000,"{""seqid"":""1751544629222000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751544629222"",""ip"":""223.106.26.67"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751544634861"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751544634163"",""net"":""Unknown""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,20:47.7,2025/7/3,1751545244238,415516240,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13536644,161628853,,,windows,F095E6F8-825F-4042-9BAF-F07BEE861042,UN-H510M PRO V3,unika,,Collie,3.2.0,tutor,175.23.203.180,中国,吉林省,白山市,五线城市,中国联通,1920,1080,,10.0.19045,,unset,,,,,,,1751545244238000,"{""seqid"":""1751545244238000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751545244238"",""ip"":""175.23.203.180"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751545247670"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751545246666"",""net"":""ethernet""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,18:30.9,2025/7/3,1751541509783,550661075,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568163,162248431,,,windows,57ECF76A-F5DD-4556-A5C9-5484E45DFF51,Surface%20Pro,microsoft corporation,,Collie,3.2.0,tutor,112.42.72.1,中国,辽宁省,大连市,二线城市,中国移动,1368,912,,10.0.19045,,unset,,,,,,,1751541509783000,"{""seqid"":""1751541509783000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751541509783"",""ip"":""112.42.72.1"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751541510894"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751541510189"",""net"":""Unknown""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,53:25.8,2025/7/3,1751529201147,161170140,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13307372,157831531,,,windows,0BE71A35-C873-4014-A8CA-3E0240DFA20B,81Q2,lenovo,,Husky,2.2.0,tutor,183.94.98.97,中国,湖北省,咸宁市,四线城市,中国联通,1280,720,,10.0.19043,,unset,,,,,,,1751529201147000,"{""seqid"":""1751529201147000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751529201147"",""ip"":""183.94.98.97"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751529205763"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751529205013"",""net"":""wifi""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,47:03.2,2025/7/3,1751543217225,498672172,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,328,328,,13504061,161127952,,,windows,0A5FD16C-FFCC-4A97-BEA3-D0298EE14ED9,System Product Name,system manufacturer,,pc,7.2.0,tutor,123.138.171.204,中国,陕西省,安康市,五线城市,中国联通,1920,1080,,6.1.7601,,appleAppStore,,,,,,,1751543217225000,"{""seqid"":""1751543217225000"",""eventid"":""32706"",""appversion2"":""7.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751543217225"",""ip"":""123.138.171.204"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-student/7.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751543223241"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751543221943"",""net"":""ethernet""}",tutor,windows,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-student/7.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,59:06.6,2025/7/3,1751540343142,27135561,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568216,162285207,,,windows,8846EDEC-1D93-4EC6-B472-0019B1CBD8BB,82Y7,lenovo,,Collie,3.2.0,tutor,223.152.69.142,中国,湖南省,郴州市,四线城市,中国电信,1536,960,,10.0.22631,,unset,,,,,,,1751540343142000,"{""seqid"":""1751540343142000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751540343142"",""ip"":""223.152.69.142"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751540346571"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751540345370"",""net"":""Unknown""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,25:43.6,2025/7/3,1751505938673,650030607,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13536643,161628794,,,windows,AAEF254F-103D-4789-BF98-D6865C30A77C,20LTA4B1CD,lenovo,,Collie,3.1.0,tutor,1.84.203.65,中国,陕西省,宝鸡市,四线城市,中国电信,1366,768,,10.0.19045,,unset,,,,,,,1751505938673000,"{""seqid"":""1751505938673000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751505938673"",""ip"":""1.84.203.65"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751505943608"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""4"",""sendtime"":""1751505943156"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,51:18.7,2025/7/3,1751550676275,344566048,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,328,328,,13504096,161128317,,,windows,82624F9E-98BF-45E5-B614-134B7A112279,62771A6,lenovo,,pc,7.2.0,tutor,39.184.39.118,中国,浙江省,台州市,三线城市,中国移动,1366,768,,10.0.17763,,appleAppStore,,,,,,,1751550676275000,"{""seqid"":""1751550676275000"",""eventid"":""32706"",""appversion2"":""7.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751550676275"",""ip"":""39.184.39.118"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-student/7.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751550678675"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""3"",""sendtime"":""1751550677907"",""net"":""ethernet""}",tutor,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-student/7.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,47:04.0,2025/7/3,1751543214951,511376175,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568209,162248557,,,windows,F40EA02C-A7AE-4652-9861-CAEC4C5573EF,90ETCTO1WW,lenovo,,Collie,3.1.0,tutor,223.117.212.66,中国,新疆维吾尔自治区,伊犁哈萨克自治州,五线城市,中国移动,1024,768,,10.0.19045,,unset,,,,,,,1751543214951000,"{""seqid"":""1751543214951000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751543214951"",""ip"":""223.117.212.66"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751543223998"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751543219797"",""net"":""ethernet""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,03:20.2,2025/7/3,1751529795650,278802278,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13429009,159683402,,,windows,E5DB3A76-A891-4C14-B547-E10F13F04977,HBB-WX9,huawei,,Collie,3.2.0,tutor,117.67.231.167,中国,安徽省,合肥市,新一线,中国电信,1536,864,,10.0.19045,,unset,,,,,,,1751529795650000,"{""seqid"":""1751529795650000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751529795650"",""ip"":""117.67.231.167"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751529800191"",""episodetype"":""1"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""3"",""sendtime"":""1751529798953"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,29:11.8,2025/7/3,1751538547346,1046971882,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13567913,162763508,,,windows,33C440FD-C10D-4FFF-A04F-89A25B46729E,HP Pavilion Laptop 14-ce3xxx,hp,,Collie,3.1.0,tutor,223.160.138.153,中国,北京市,北京市,一线城市,广电,1280,720,,10.0.19045,,unset,,,,,,,1751538547346000,"{""seqid"":""1751538547346000"",""eventid"":""32706"",""appversion2"":""3.1.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751538547346"",""ip"":""223.160.138.153"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751538551823"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""1"",""sendtime"":""1751538551335"",""net"":""wifi""}",collie,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.1.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,53:09.1,2025/7/3,1751539986334,278477808,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,28000006,28000006,,13568222,162699871,,,windows,2557CFF1-47E9-40BB-AED4-4E5A3C2FFBBA,THTF%20T%20Series,thtf,,Collie,3.2.0,tutor,118.74.92.180,中国,山西省,晋中市,四线城市,中国联通,1366,768,,6.1.7601,,unset,,,,,,,1751539986334000,"{""seqid"":""1751539986334000"",""eventid"":""32706"",""appversion2"":""3.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751539986334"",""ip"":""118.74.92.180"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751539989134"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751539988127"",""net"":""Unknown""}",collie,windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-collie/3.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
2025/7/3,45:02.7,2025/7/3,1751532299689,204005686,/click/seasonPage/episodeClick,/click/seasonPage/episodeClick,37000005,37000005,,13596934,162689704,,,windows,E5676415-BB42-46CA-B7D6-5F93731444EB,F0EY0048CD,lenovo,,Husky,2.2.0,tutor,120.243.240.85,中国,安徽省,马鞍山市,四线城市,中国移动,1920,1080,,10.0.19045,,unset,,,,,,,1751532299689000,"{""seqid"":""1751532299689000"",""eventid"":""32706"",""appversion2"":""2.2.0"",""froghost"":""frog.yuanfudao.com"",""ostype"":""Windows"",""eventaction"":""click"",""timestamp"":""1751532299689"",""ip"":""120.243.240.85"",""operator"":""unknown"",""frogversion"":""v3"",""ua"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36"",""language"":""zh-CN"",""receivetime"":""1751532302728"",""episodetype"":""0"",""eventname"":""episodeClick"",""currentpage"":""seasonPage"",""newsdk"":""1"",""episodestatus"":""2"",""sendtime"":""1751532301663"",""net"":""Unknown""}",husky,windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) tutor-electron-husky/2.2.0 Chrome/85.0.4183.121 Electron/10.1.5 Safari/537.36",2025/7/3,click,S
